doc,line,token,kind,source,registry_file
problem3_slove.md,295,3.98e-5,MATCH,V4_q2_dt025_dC,registry_q3_verify.csv
problem3_slove.md,295,5e-5,MATCH,W11_dC_prod_enddir,registry_q3_2d.csv
problem3_slove.md,296,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,296,4,MATCH,DR_c100_dh,registry_q3_drainage.csv
problem3_slove.md,296,600,MATCH,P00_tau,registry_q3.csv
problem3_slove.md,296,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,299,0.125,MATCH,P05_C_r1p5,registry_q3.csv
problem3_slove.md,299,115200,ALLOW,allow: 问题二 BE 步数 14400/0.125 (运行观测),
problem3_slove.md,300,3.9755e-5,MATCH,V4_q2_dt025_dC,registry_q3_verify.csv
problem3_slove.md,300,1.9855e-5,MATCH,V4_q2_dt0125_dC,registry_q3_verify.csv
problem3_slove.md,300,2.002,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,303,5,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,303,6,MATCH,P05_Csurf_rel,registry_q3.csv
problem3_slove.md,305,5,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,305,2.0e-10,MATCH,V5_sparse_diff,registry_q3_verify.csv
problem3_slove.md,305,6,MATCH,P05_Csurf_rel,registry_q3.csv
problem3_slove.md,306,200,MATCH,P00_M,registry_q3.csv
problem3_slove.md,306,1e-9,MATCH,P00_rtol,registry_q3.csv
problem3_slove.md,310,206720.413,MATCH,DR_base,registry_q3_drainage.csv
problem3_slove.md,310,3299,MATCH,P03_nsteps,registry_q3.csv
problem3_slove.md,311,5,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,311,206720.382,MATCH,V6_radau,registry_q3_verify.csv
problem3_slove.md,311,-0.032,MATCH,V3_ms600_diff,registry_q3_verify.csv
problem3_slove.md,311,1777,ALLOW,allow: W6 Radau 步数 (运行观测),
problem3_slove.md,312,206720.374,MATCH,V6_lsoda,registry_q3_verify.csv
problem3_slove.md,312,-0.039,MATCH,V6_lsoda_diff,registry_q3_verify.csv
problem3_slove.md,312,6358,ALLOW,allow: W6 LSODA 步数 (运行观测),
problem3_slove.md,314,0.04,MATCH,W11_area_end,registry_q3_2d.csv
problem3_slove.md,314,2e-7,MATCH,P06_budget,registry_q3.csv
problem3_slove.md,317,7,MATCH,MC_s_kD_d,registry_q3_mc.csv
problem3_slove.md,321,50.00,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,321,0.0500,MATCH,P00_Cbar,registry_q3.csv
problem3_slove.md,321,600,MATCH,P00_tau,registry_q3.csv
problem3_slove.md,321,206720.413,MATCH,DR_base,registry_q3_drainage.csv
problem3_slove.md,321,57.4223,MATCH,P01_tdry_h,registry_q3.csv
problem3_slove.md,322,49,MATCH,P07_cross_r1,registry_q3.csv
problem3_slove.md,322,213431.732,MATCH,V7_s_Tm1,registry_q3_verify.csv
problem3_slove.md,322,59.2866,ALLOW,allow: Tbar=49 变体 t_dry(h) = base+dh 推导,
problem3_slove.md,322,1.8643,MATCH,V7_s_Tm1_dh,registry_q3_verify.csv
problem3_slove.md,323,51,MATCH,MC_s_kD_m,registry_q3_mc.csv
problem3_slove.md,323,200302.315,MATCH,V7_s_Tp1,registry_q3_verify.csv
problem3_slove.md,323,55.6395,ALLOW,allow: Tbar=51 变体 t_dry(h) = base+dh 推导,
problem3_slove.md,323,-1.7828,MATCH,V7_s_Tp1_dh,registry_q3_verify.csv
problem3_slove.md,324,0.045,ALLOW,allow: Cbar 敏感性变体 0.045,
problem3_slove.md,324,-10,MATCH,DR_c120_dh,registry_q3_drainage.csv|abs
problem3_slove.md,324,206300.257,MATCH,V7_s_Cm10,registry_q3_verify.csv
problem3_slove.md,324,57.3056,ALLOW,allow: Cbar=0.045 变体 t_dry(h) 推导,
problem3_slove.md,324,-0.1167,MATCH,V7_s_Cm10_dh,registry_q3_verify.csv
problem3_slove.md,325,0.055,MATCH,T5_r7_c5,registry_q3.csv
problem3_slove.md,325,10,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,325,207191.838,MATCH,V7_s_Cp10,registry_q3_verify.csv
problem3_slove.md,325,57.5533,ALLOW,allow: Cbar=0.055 变体 t_dry(h) 推导,
problem3_slove.md,325,0.1310,MATCH,V7_s_Cp10_dh,registry_q3_verify.csv
problem3_slove.md,326,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,326,206720.421,MATCH,V7_s_tau0,registry_q3_verify.csv
problem3_slove.md,326,57.4223,MATCH,P01_tdry_h,registry_q3.csv
problem3_slove.md,326,0.008,ALLOW,allow: tau=0 变体秒换算 (2.16e-6 h) 推导,
problem3_slove.md,327,1800,ALLOW,allow: tau 敏感性,
problem3_slove.md,327,206720.483,MATCH,V7_s_tau1800,registry_q3_verify.csv
problem3_slove.md,327,57.4224,MATCH,DR_base_h,registry_q3_drainage.csv
problem3_slove.md,327,0.070,ALLOW,allow: tau=1800 变体秒换算 (1.93e-5 h) 推导,
problem3_slove.md,331,-1.8235,MATCH,V7_dtdT,registry_q3_verify.csv
problem3_slove.md,332,24.77,MATCH,V7_dtdC,registry_q3_verify.csv
problem3_slove.md,336,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,337,3850,ALLOW,allow: 附录3 D 的 Arrhenius 温度,
problem3_slove.md,337,3.69e-2,ALLOW,allow: 3850/T^2 @323.15K 推导,
problem3_slove.md,337,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,338,-0.0369,ALLOW,allow: 3850/T^2 @323.15K 推导,
problem3_slove.md,338,57.42,MATCH,MC_s_kcp_m,registry_q3_mc.csv
problem3_slove.md,338,-2.12,ALLOW,allow: naive 估计 0.0369x57.42 推导,
problem3_slove.md,338,-1.8235,MATCH,V7_dtdT,registry_q3_verify.csv
problem3_slove.md,339,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,339,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,340,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,340,38,ALLOW,allow: 先验/实测敏感性之比 推导,
problem3_slove.md,340,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,341,-1,MATCH,X_C_10800_2,registry_q3.csv|abs
problem3_slove.md,342,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,344,0.026,ALLOW,allow: dC0/dCbar 反推值 (W7 导出),
problem3_slove.md,345,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,345,8.0e-10,ALLOW,"allow: problem3.md §5.3 D(C*, 50C)",
problem3_slove.md,346,5.0e5,ALLOW,allow: problem3.md §5.3 末期湿分特征时间 R^2/D,
problem3_slove.md,346,139,ALLOW,allow: R^2/D 末期特征时间 5.0e5/3600 推导,
problem3_slove.md,346,57.4,MATCH,W11_t_2d_enddir_h,registry_q3_2d.csv
problem3_slove.md,347,2.6,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,347,10,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,348,0.12,MATCH,P05_C_r1p5,registry_q3.csv
problem3_slove.md,348,0.13,MATCH,V7_s_Cp10_dh,registry_q3_verify.csv
problem3_slove.md,348,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,349,4.8,ALLOW,allow: problem3.md §6.4(d) Cbar 敏感性先验 (h),
problem3_slove.md,352,8,MATCH,FG3_dt_decades,registry_q3_figures.csv
problem3_slove.md,352,9,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,352,10,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,356,60,MATCH,MC_s_D0_m,registry_q3_mc.csv
problem3_slove.md,356,0.052659,MATCH,V8_C_min,registry_q3_verify.csv
problem3_slove.md,356,2.550000,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,356,0.019636,ALLOW,allow: 附件1 C_inf 全程最小值 (问题一已核),
problem3_slove.md,356,2.55,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,357,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,357,60,MATCH,MC_s_D0_m,registry_q3_mc.csv
problem3_slove.md,358,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,359,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,359,2.297e-7,MATCH,P06_budget,registry_q3.csv
problem3_slove.md,359,1e-6,MATCH,P00_atol_T,registry_q3.csv
problem3_slove.md,360,9,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,360,3445,MATCH,P00_n60,registry_q3.csv
problem3_slove.md,360,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,360,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,361,10,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,361,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,361,2.919e-7,MATCH,V10_gpre_min,registry_q3_verify.csv
problem3_slove.md,361,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,361,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,362,10,MATCH,DR_c120_dh,registry_q3_drainage.csv
problem3_slove.md,362,60,MATCH,MC_s_D0_m,registry_q3_mc.csv
problem3_slove.md,362,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,362,206700,MATCH,P00_t_last,registry_q3.csv
problem3_slove.md,364,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,364,5.1000e-4,MATCH,P06_W0,registry_q3.csv
problem3_slove.md,364,2.48305e-5,MATCH,P06_W_dry,registry_q3.csv
problem3_slove.md,364,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,365,95.13,MATCH,P06_loss,registry_q3.csv
problem3_slove.md,367,11,MATCH,W11_max_dt_axial,registry_q3_2d.csv
problem3_slove.md,369,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,369,0.5,MATCH,E04_T_range,registry_q3.csv
problem3_slove.md,369,4,MATCH,DR_c100_dh,registry_q3_drainage.csv
problem3_slove.md,370,4,MATCH,DR_c100_dh,registry_q3_drainage.csv
problem3_slove.md,371,57.4,MATCH,W11_t_2d_enddir_h,registry_q3_2d.csv
problem3_slove.md,371,17.30,MATCH,W11_pen_alpha_cm,registry_q3_2d.csv
problem3_slove.md,372,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,372,12.5,MATCH,P07_cross_r2,registry_q3.csv
problem3_slove.md,373,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,374,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,378,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,379,1e-8,ALLOW,allow: 量级声明,
problem3_slove.md,379,3600,MATCH,P00_max_step,registry_q3.csv
problem3_slove.md,381,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,381,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,381,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,381,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,382,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,385,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,385,201,ALLOW,allow: W11 二维径向节点数 Nr+1 (设置),
problem3_slove.md,385,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,386,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,386,20502,ALLOW,allow: W11 二维状态维数 2x201x51 推导,
problem3_slove.md,387,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,388,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,389,1.7e-9,MATCH,W11_val_1d,registry_q3_2d.csv
problem3_slove.md,390,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,391,1e4,MATCH,P03_nfev,registry_q3.csv
problem3_slove.md,393,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,402,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,402,0.04,MATCH,W11_area_end,registry_q3_2d.csv
problem3_slove.md,402,0.08,MATCH,W11_area_both,registry_q3_2d.csv
problem3_slove.md,403,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,403,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,403,1.95e7,MATCH,W11_tscale_ax,registry_q3_2d.csv
problem3_slove.md,403,5424.5,MATCH,W11_tscale_ax_h,registry_q3_2d.csv
problem3_slove.md,403,94.5,MATCH,W11_tscale_over_tdry,registry_q3_2d.csv
problem3_slove.md,404,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,404,39.06,MATCH,W11_tscale_ratio,registry_q3_2d.csv
problem3_slove.md,404,39,MATCH,W11_tscale_ratio,registry_q3_2d.csv
problem3_slove.md,405,5.28,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,405,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,405,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,405,12.5,MATCH,P07_cross_r2,registry_q3.csv
problem3_slove.md,405,1.29,MATCH,W11_pen_dstar_cm,registry_q3_2d.csv
problem3_slove.md,406,17.30,MATCH,W11_pen_alpha_cm,registry_q3_2d.csv
problem3_slove.md,406,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,410,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,411,0.05,MATCH,P00_Cbar,registry_q3.csv
problem3_slove.md,412,5.28,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,413,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,414,1e-4,MATCH,V4_q2_dt0125_dT_w1p8e3_7p2e3 s,registry_q3_verify.csv
problem3_slove.md,415,1.72e-3,MATCH,W11_dT_mid_n50,registry_q3_2d.csv
problem3_slove.md,416,3.69e-2,ALLOW,allow: 3850/T^2 @323.15K 推导,
problem3_slove.md,417,1e-4,MATCH,V4_q2_dt0125_dT_w1p8e3_7p2e3 s,registry_q3_verify.csv
problem3_slove.md,418,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,418,4,MATCH,DR_c100_dh,registry_q3_drainage.csv
problem3_slove.md,418,8,MATCH,FG3_dt_decades,registry_q3_figures.csv
problem3_slove.md,418,95.24,ALLOW,allow: W11 二维全程失水率百分比 1-0.95241 推导,
problem3_slove.md,419,95.13,MATCH,P06_loss,registry_q3.csv
problem3_slove.md,423,200,MATCH,P00_M,registry_q3.csv
problem3_slove.md,423,25,MATCH,V7_dtdC,registry_q3_verify.csv
problem3_slove.md,423,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,423,5,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,423,2.5,MATCH,X_C_3600_0,registry_q3.csv
problem3_slove.md,425,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,427,1e-8,ALLOW,allow: 量级声明,
problem3_slove.md,427,206716.210,MATCH,W11_t_2d_nz0,registry_q3_2d.csv
problem3_slove.md,427,57.4212,MATCH,W11_t_1dfv_h,registry_q3_2d.csv
problem3_slove.md,428,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,428,206716.210,MATCH,W11_t_2d_nz0,registry_q3_2d.csv
problem3_slove.md,428,57.4212,MATCH,W11_t_1dfv_h,registry_q3_2d.csv
problem3_slove.md,428,1.7e-9,MATCH,W11_val_1d,registry_q3_2d.csv
problem3_slove.md,428,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,429,25,MATCH,V7_dtdC,registry_q3_verify.csv
problem3_slove.md,429,206707.978,MATCH,W11_t_2d_n25,registry_q3_2d.csv
problem3_slove.md,429,57.4189,MATCH,W11_t_2d_n25_h,registry_q3_2d.csv
problem3_slove.md,429,-8.232,MATCH,W11_dt_axial_n25,registry_q3_2d.csv
problem3_slove.md,430,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,430,206708.532,MATCH,W11_t_2d_n50,registry_q3_2d.csv
problem3_slove.md,430,57.4190,MATCH,W11_t_2d_n50_h,registry_q3_2d.csv
problem3_slove.md,430,-7.678,MATCH,W11_dt_axial_n50,registry_q3_2d.csv
problem3_slove.md,431,206704.762,MATCH,W11_t_2d_enddir,registry_q3_2d.csv
problem3_slove.md,431,57.4180,MATCH,W11_t_2d_enddir_h,registry_q3_2d.csv
problem3_slove.md,431,-11.448,MATCH,W11_dt_axial_enddir,registry_q3_2d.csv
problem3_slove.md,433,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,433,25,MATCH,V7_dtdC,registry_q3_verify.csv
problem3_slove.md,433,0.554,MATCH,W11_dt_axial_consist,registry_q3_2d.csv
problem3_slove.md,434,11.45,MATCH,W11_max_dt_axial,registry_q3_2d.csv
problem3_slove.md,435,0.0032,MATCH,W11_max_dt_axial_h,registry_q3_2d.csv
problem3_slove.md,435,0.03,MATCH,W11_t_1dfv_tol,registry_q3_2d.csv
problem3_slove.md,436,-11.88,MATCH,W11_dt_prod,registry_q3_2d.csv
problem3_slove.md,437,-7.678,MATCH,W11_dt_axial_n50,registry_q3_2d.csv
problem3_slove.md,437,-4.20,MATCH,W11_dt_scheme,registry_q3_2d.csv
problem3_slove.md,439,1e-9,MATCH,P00_rtol,registry_q3.csv
problem3_slove.md,439,1e-8,ALLOW,allow: 量级声明,
problem3_slove.md,439,0.031,MATCH,W11_t_1dfv_tol,registry_q3_2d.csv
problem3_slove.md,441,21,ALLOW,allow: 输出列数,
problem3_slove.md,442,206704.76,MATCH,W11_t_2d_enddir,registry_q3_2d.csv
problem3_slove.md,442,617,ALLOW,allow: W11 共同比较窗采样点数 (运行观测),
problem3_slove.md,446,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,446,2.28e-5,MATCH,W11_dC_mid_n50,registry_q3_2d.csv
problem3_slove.md,446,1.72e-3,MATCH,W11_dT_mid_n50,registry_q3_2d.csv
problem3_slove.md,447,2.67e-5,MATCH,W11_dC_scheme,registry_q3_2d.csv
problem3_slove.md,447,1.24e-4,MATCH,W11_dT_scheme,registry_q3_2d.csv
problem3_slove.md,448,50,MATCH,P00_Tbar,registry_q3.csv
problem3_slove.md,448,4.57e-5,MATCH,W11_dC_prod_n50,registry_q3_2d.csv
problem3_slove.md,448,1.73e-3,MATCH,W11_dT_prod_n50,registry_q3_2d.csv
problem3_slove.md,450,2.28e-5,MATCH,W11_dC_mid_n50,registry_q3_2d.csv
problem3_slove.md,450,5e-5,MATCH,W11_dC_prod_enddir,registry_q3_2d.csv
problem3_slove.md,451,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,453,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,454,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,454,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,454,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,454,5,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,454,12.5,MATCH,P07_cross_r2,registry_q3.csv
problem3_slove.md,454,0.0525,MATCH,W11_C_end_axis,registry_q3_2d.csv
problem3_slove.md,454,0.1321,MATCH,W11_C_ax_1cm,registry_q3_2d.csv
problem3_slove.md,454,0.1433,MATCH,W11_C_ax_2cm,registry_q3_2d.csv
problem3_slove.md,454,0.1494,MATCH,W11_C_ax_5cm,registry_q3_2d.csv
problem3_slove.md,454,0.1500,MATCH,P05_C_center,registry_q3.csv
problem3_slove.md,455,-0.005,MATCH,W11_D_over_alpha,registry_q3_2d.csv|abs
problem3_slove.md,455,2.25,MATCH,W11_z_dip_cm,registry_q3_2d.csv
problem3_slove.md,455,18,MATCH,W11_pen_alpha_cm,registry_q3_2d.csv
problem3_slove.md,456,617,ALLOW,allow: W11 共同比较窗采样点数 (运行观测),
problem3_slove.md,456,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,456,1510.9,MATCH,W11_argmax_last_t_n50,registry_q3_2d.csv
problem3_slove.md,457,25,MATCH,V7_dtdC,registry_q3_verify.csv
problem3_slove.md,458,3.5e-5,MATCH,W11_water_resid,registry_q3_2d.csv
problem3_slove.md,458,600,MATCH,P00_tau,registry_q3.csv
problem3_slove.md,462,57.4,MATCH,W11_t_2d_enddir_h,registry_q3_2d.csv
problem3_slove.md,463,11.4,MATCH,W11_max_dt_axial,registry_q3_2d.csv
problem3_slove.md,463,0.0032,MATCH,W11_max_dt_axial_h,registry_q3_2d.csv
problem3_slove.md,463,57.4,MATCH,W11_t_2d_enddir_h,registry_q3_2d.csv
problem3_slove.md,463,0.03,MATCH,W11_t_1dfv_tol,registry_q3_2d.csv
problem3_slove.md,465,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,474,200,MATCH,P00_M,registry_q3.csv
problem3_slove.md,474,1e-9,MATCH,P00_rtol,registry_q3.csv
problem3_slove.md,474,3600,MATCH,P00_max_step,registry_q3.csv
problem3_slove.md,476,206720.413,MATCH,DR_base,registry_q3_drainage.csv
problem3_slove.md,476,57.4223,MATCH,P01_tdry_h,registry_q3.csv
problem3_slove.md,476,57.4,MATCH,W11_t_2d_enddir_h,registry_q3_2d.csv
problem3_slove.md,478,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,478,9.42,ALLOW,allow: t_dry 的'天+小时'表述推导,
problem3_slove.md,478,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,478,3,MATCH,X_C_600_0,registry_q3.csv
problem3_slove.md,479,206958.2,MATCH,P01_tdry_rich,registry_q3.csv
problem3_slove.md,479,57.4884,MATCH,P01_tdry_rich_h,registry_q3.csv
problem3_slove.md,480,0.03,MATCH,W11_t_1dfv_tol,registry_q3_2d.csv
problem3_slove.md,480,400,ALLOW,allow: 网格 M=400,
problem3_slove.md,480,0.028,MATCH,P08_spatial_unc,registry_q3.csv
problem3_slove.md,482,5,MATCH,W11_pen_dmax_cm,registry_q3_2d.csv
problem3_slove.md,484,0,MATCH,P04_maxC_dry,registry_q3.csv
problem3_slove.md,484,0.5,MATCH,E04_T_range,registry_q3.csv
problem3_slove.md,484,1,MATCH,X_C_10800_2,registry_q3.csv
problem3_slove.md,484,1.5,MATCH,X_C_3600_2,registry_q3.csv
problem3_slove.md,484,2,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,486,6,MATCH,P05_Csurf_rel,registry_q3.csv
problem3_slove.md,486,1.0181,MATCH,T5_r1_c1,registry_q3.csv
problem3_slove.md,486,0.9892,MATCH,T5_r1_c2,registry_q3.csv
problem3_slove.md,486,0.9024,MATCH,T5_r1_c3,registry_q3.csv
problem3_slove.md,486,0.7556,MATCH,T5_r1_c4,registry_q3.csv
problem3_slove.md,486,0.5330,MATCH,T5_r1_c5,registry_q3.csv
problem3_slove.md,487,12,MATCH,W11_max_dt_axial,registry_q3_2d.csv
problem3_slove.md,487,0.4565,MATCH,T5_r2_c1,registry_q3.csv
problem3_slove.md,487,0.4435,MATCH,T5_r2_c2,registry_q3.csv
problem3_slove.md,487,0.4034,MATCH,T5_r2_c3,registry_q3.csv
problem3_slove.md,487,0.3300,MATCH,T5_r2_c4,registry_q3.csv
problem3_slove.md,487,0.1644,MATCH,T5_r2_c5,registry_q3.csv
problem3_slove.md,488,18,MATCH,W11_pen_alpha_cm,registry_q3_2d.csv
problem3_slove.md,488,0.2990,MATCH,T5_r3_c1,registry_q3.csv
problem3_slove.md,488,0.2917,MATCH,T5_r3_c2,registry_q3.csv
problem3_slove.md,488,0.2688,MATCH,T5_r3_c3,registry_q3.csv
problem3_slove.md,488,0.2254,MATCH,T5_r3_c4,registry_q3.csv
problem3_slove.md,488,0.0846,MATCH,T5_r3_c5,registry_q3.csv
problem3_slove.md,489,24,MATCH,MC_env_lo,registry_q3_mc.csv
problem3_slove.md,489,0.2378,MATCH,X_C_86400_0,registry_q3.csv
problem3_slove.md,489,0.2328,MATCH,T5_r4_c2,registry_q3.csv
problem3_slove.md,489,0.2167,MATCH,X_C_86400_1,registry_q3.csv
problem3_slove.md,489,0.1855,MATCH,T5_r4_c4,registry_q3.csv
problem3_slove.md,489,0.0665,MATCH,X_C_86400_2,registry_q3.csv
problem3_slove.md,490,30,ALLOW,allow: 表5 行时刻,
problem3_slove.md,490,0.2058,MATCH,T5_r5_c1,registry_q3.csv
problem3_slove.md,490,0.2018,MATCH,T5_r5_c2,registry_q3.csv
problem3_slove.md,490,0.1891,MATCH,T5_r5_c3,registry_q3.csv
problem3_slove.md,490,0.1640,MATCH,T5_r5_c4,registry_q3.csv
problem3_slove.md,490,0.0599,MATCH,T5_r5_c5,registry_q3.csv
problem3_slove.md,491,36,MATCH,P07_cross_r1.5,registry_q3.csv
problem3_slove.md,491,0.1859,MATCH,T5_r6_c1,registry_q3.csv
problem3_slove.md,491,0.1825,MATCH,T5_r6_c2,registry_q3.csv
problem3_slove.md,491,0.1718,MATCH,T5_r6_c3,registry_q3.csv
problem3_slove.md,491,0.1503,MATCH,T5_r6_c4,registry_q3.csv
problem3_slove.md,491,0.0567,MATCH,T5_r6_c5,registry_q3.csv
problem3_slove.md,492,42,ALLOW,allow: 表5 行时刻,
problem3_slove.md,492,0.1720,MATCH,T5_r7_c1,registry_q3.csv
problem3_slove.md,492,0.1691,MATCH,T5_r7_c2,registry_q3.csv
problem3_slove.md,492,0.1596,MATCH,T5_r7_c3,registry_q3.csv
problem3_slove.md,492,0.1406,MATCH,T5_r7_c4,registry_q3.csv
problem3_slove.md,492,0.0549,MATCH,T5_r7_c5,registry_q3.csv
problem3_slove.md,493,48,MATCH,P07_cross_r1,registry_q3.csv
problem3_slove.md,493,0.1618,MATCH,X_C_172800_0,registry_q3.csv
problem3_slove.md,493,0.1591,MATCH,T5_r8_c2,registry_q3.csv
problem3_slove.md,493,0.1506,MATCH,X_C_172800_1,registry_q3.csv
problem3_slove.md,493,0.1333,MATCH,T5_r8_c4,registry_q3.csv
problem3_slove.md,493,0.0537,MATCH,X_C_172800_2,registry_q3.csv
problem3_slove.md,494,54,ALLOW,allow: 表5 行时刻,
problem3_slove.md,494,0.1538,MATCH,T5_r9_c1,registry_q3.csv
problem3_slove.md,494,0.1514,MATCH,T5_r9_c2,registry_q3.csv
problem3_slove.md,494,0.1436,MATCH,T5_r9_c3,registry_q3.csv
problem3_slove.md,494,0.1276,MATCH,T5_r9_c4,registry_q3.csv
problem3_slove.md,494,0.0530,MATCH,T5_r9_c5,registry_q3.csv
problem3_slove.md,495,57.42,MATCH,MC_s_kcp_m,registry_q3_mc.csv
problem3_slove.md,495,0.1500,MATCH,P05_C_center,registry_q3.csv
problem3_slove.md,495,0.1477,MATCH,P05_C_r0p5,registry_q3.csv
problem3_slove.md,495,0.1402,MATCH,X_C_206700_1,registry_q3.csv
problem3_slove.md,495,0.1248,MATCH,P05_C_r1p5,registry_q3.csv
problem3_slove.md,495,0.0527,MATCH,X_C_206700_2,registry_q3.csv
problem3_slove.md,497,6,MATCH,P05_Csurf_rel,registry_q3.csv
problem3_slove.md,501,0.15,MATCH,P05_C_center,registry_q3.csv
problem3_slove.md,501,60,MATCH,MC_s_D0_m,registry_q3_mc.csv
problem3_slove.md,503,2.0,MATCH,V4_ratio,registry_q3_verify.csv
problem3_slove.md,503,1.5,MATCH,X_C_3600_2,registry_q3.csv
problem3_slove.md,503,1.0,MATCH,X_C_10800_2,registry_q3.csv
